peak_id,protein_id,genes,time,peak_apex,peak_height,peak_width,peak_area,peak_left,peak_right,snr,asymmetry,sharpness,peak_background_intensity
966,P26039,Tln1,30min,15,678935666.6666666,20,6059694886.666666,5.0,24.0,16779.72656409458,-0.05,33946783.33333333,6189446792.222221
967,P26040,Ezr,30min,18,94596638.88888888,18,687928059.9444443,8.0,25.0,2337.932461599874,-0.16666666666666666,5255368.8271604935,3561913484.944444
968,P26040,Ezr,30min,31,632413599.9999999,14,2864751835.5555553,25.0,38.0,15629.945228116385,0.07142857142857142,45172399.99999999,3561913484.944444
969,P26041,Msn,30min,22,727431650.0,10,3577878956.6666665,17.0,26.0,17978.29276077923,-0.1,72743165.0,20617867912.333332
970,P26041,Msn,30min,32,3259770322.222222,15,16072469161.166664,26.0,40.0,80564.41479527424,0.13333333333333333,217318021.48148146,20617867912.333332
971,P26043,Rdx,30min,21,33760137.22222222,10,221977292.5,15.0,24.0,834.3734158737677,-0.3,3376013.7222222215,1273392273.6111112
972,P26043,Rdx,30min,31,180034863.3333333,16,1019764211.0555555,24.0,39.0,4449.516982322042,0.0625,11252178.958333332,1273392273.6111112
973,P26151,Fcgr1,30min,6,47866855.55555555,14,407219368.8888889,1.0,14.0,1183.0174597375703,0.21428571428571427,3419061.111111111,538297123.5555557
974,P26151,Fcgr1,30min,17,15459545.555555552,7,91391559.99999999,14.0,20.0,382.0788330372772,0.0,2208506.5079365075,538297123.5555557
975,P26231,Ctnna1,30min,7,34415463.33333333,15,266026251.11111107,1.0,15.0,850.5696381296161,0.13333333333333333,2294364.222222222,389788723.3333334
976,P26231,Ctnna1,30min,19,12520777.777777776,11,91199934.44444445,15.0,25.0,309.4479164902265,0.18181818181818182,1138252.525252525,389788723.3333334
977,P26231,Ctnna1,30min,30,7450167.777777777,11,43644566.666666664,25.0,35.0,184.1290483110171,0.0,677287.9797979797,389788723.3333334
978,P26350,Ptma,30min,31,1851689388.8888888,18,8922857605.333334,21.0,38.0,45764.04385961599,-0.16666666666666666,102871632.71604937,9159264497.0
979,P26369,U2af2,30min,29,31726125.55555555,13,174979247.77777773,24.0,36.0,784.1033221513213,0.15384615384615385,2440471.196581196,807369047.7777777
980,P26443,Glud1,30min,30,1251457504.8148146,18,6966386516.999999,22.0,39.0,30929.46175662692,0.05555555555555555,69525416.93415636,7012504215.222221
981,P26450,Pik3r1,30min,7,38433899.99999999,15,300948007.77777773,1.0,15.0,949.8843034098292,0.13333333333333333,2562259.9999999995,391152429.99999994
982,P26450,Pik3r1,30min,31,5312675.555555554,9,23889524.44444444,28.0,36.0,131.30145833057057,0.2222222222222222,590297.2839506171,391152429.99999994
983,P26516,Psmd7,30min,7,232247861.11111107,14,1558362659.0370374,1.0,14.0,5739.948268844706,0.07142857142857142,16589132.936507935,2168074496.222222
984,P26516,Psmd7,30min,18,111674748.48148146,14,627050450.6666664,14.0,27.0,2760.013703261962,0.35714285714285715,7976767.748677247,2168074496.222222
985,P26638,Sars1,30min,28,227884026.0,16,1554435659.4999998,22.0,37.0,5632.097166700164,0.1875,14242751.625,1579203885.055555
986,P26645,Marcks,30min,4,16328199.999999996,7,52073666.66666666,1.0,7.0,403.54741212669995,0.0,2332599.9999999995,1010428686.6666666
987,P26645,Marcks,30min,23,166706277.77777776,14,828082168.8888888,13.0,26.0,4120.104297013572,-0.5,11907591.269841269,1010428686.6666666
988,P26645,Marcks,30min,31,23240172.22222222,10,94988632.22222221,28.0,37.0,574.3750908034318,0.3,2324017.222222222,1010428686.6666666
989,P26952,Il3ra,30min,5,12679179.999999998,14,111378143.33333331,1.0,14.0,313.3627881143428,0.35714285714285715,905655.7142857142,128390553.8888889
990,P26954,Csf2rb2,30min,5,12260733.33333333,12,75558431.44444443,1.0,12.0,303.02098256037004,0.25,1021727.7777777775,85818165.77777776
991,P26954,Csf2rb2,30min,18,788999.9999999999,8,3253592.777777777,15.0,22.0,19.49993925649896,0.125,98624.99999999999,85818165.77777776
992,P26955,Csf2rb,30min,6,19323420.0,12,129002192.22222222,1.0,12.0,477.57353134070615,0.08333333333333333,1610285.0,139828422.22222227
993,P26955,Csf2rb,30min,28,1082221.111111111,10,5797980.0,22.0,31.0,26.746826272202124,-0.3,108222.1111111111,139828422.22222227
994,P26955,Csf2rb,30min,37,1676083.333333333,7,5028249.999999999,34.0,40.0,41.42398376277604,0.0,239440.47619047615,139828422.22222227
995,P27005,S100a8,30min,5,96973281.1111111,10,696760141.8888888,1.0,10.0,2396.670584499448,0.1,9697328.11111111,3530802718.5555553
996,P27005,S100a8,30min,21,72366986.66666666,4,257304078.88888884,20.0,23.0,1788.5321218959061,0.25,18091746.666666664,3530802718.5555553
997,P27005,S100a8,30min,39,268777272.2222222,8,1370769078.3333335,33.0,40.0,6642.76360185148,-0.625,33597159.027777776,3530802718.5555553
998,P27046,Man2a1,30min,6,78028611.1111111,15,552237922.2222222,1.0,15.0,1928.4577654444188,0.26666666666666666,5201907.407407407,624972326.3333335
999,P27048,Snrpb,30min,20,127143144.44444443,11,544228237.7777777,19.0,29.0,3142.3112719226106,0.7272727272727273,11558467.676767675,981472143.5555555
1000,P27546,Map4,30min,12,66861177.77777776,13,421917471.6666666,2.0,14.0,1652.4574211465708,-0.6153846153846154,5143167.52136752,1266045648.8888884
1001,P27546,Map4,30min,18,80394788.88888888,11,643968253.3333333,14.0,24.0,1986.9372621956788,0.18181818181818182,7308617.171717171,1266045648.8888884
1002,P27546,Map4,30min,27,33435909.44444444,13,283676511.6666665,24.0,36.0,826.3602067838611,0.46153846153846156,2571993.034188034,1266045648.8888884
1003,P27612,Plaa,30min,30,137876002.77777776,16,775094019.9999999,24.0,39.0,3407.57120290944,0.1875,8617250.17361111,814860012.2222221
1004,P27659,Rpl3,30min,3,111418853.33333331,10,390912570.0,1.0,10.0,2753.689318160667,0.5,11141885.333333332,423784750.00000006
1005,P27773,Pdia3,30min,35,177831484.99999997,13,818404204.9999999,28.0,40.0,4395.061033451211,-0.15384615384615385,13679344.999999998,818404204.9999999
1006,P27808,Mgat1,30min,6,15450398.888888888,14,110102860.22222221,1.0,14.0,381.85277543981283,0.21428571428571427,1103599.9206349205,126035203.55555555
1007,P27808,Mgat1,30min,17,3827572.2222222215,9,17555468.888888884,14.0,22.0,94.59749788744747,0.2222222222222222,425285.8024691357,126035203.55555555
1008,P27870,Vav1,30min,7,74163777.77777776,12,482002342.22222215,1.0,12.0,1832.939368439992,-0.08333333333333333,6180314.814814813,1487824532.222222
1009,P27870,Vav1,30min,19,24495763.33333333,12,197515849.99999994,14.0,25.0,605.4067136141628,0.08333333333333333,2041313.6111111108,1487824532.222222
1010,P27870,Vav1,30min,33,140433955.55555552,15,793048265.5555555,25.0,39.0,3470.7903712081206,-0.13333333333333333,9362263.703703701,1487824532.222222
1011,P28033,Cebpb,30min,5,989983.3333333333,7,3703417.888888888,2.0,8.0,24.467192477752043,0.0,141426.19047619047,42553292.88888889
1012,P28033,Cebpb,30min,19,775420.0,10,3887517.0,13.0,22.0,19.16431292556961,-0.3,77542.0,42553292.88888889
1013,P28033,Cebpb,30min,26,1401023.5555555553,7,4374695.999999999,23.0,29.0,34.62594959474971,0.0,200146.2222222222,42553292.88888889
1014,P28033,Cebpb,30min,38,7209820.277777778,8,28595798.888888888,33.0,40.0,178.188919476478,-0.375,901227.5347222222,42553292.88888889
1015,P28063,Psmb8,30min,13,229020744.4444444,15,1081982945.5555553,8.0,22.0,5660.1908810454215,0.26666666666666666,15268049.629629625,1097102340.0
1016,P28076,Psmb9,30min,13,146135916.66666666,19,761013599.9999999,4.0,22.0,3611.712925466152,0.0,7691364.035087719,763036639.9999999
1017,P28078,H2-DMa,30min,6,157430733.3333333,12,1061100223.3333333,1.0,12.0,3890.861517244722,0.08333333333333333,13119227.777777776,1614643321.111111
1018,P28078,H2-DMa,30min,19,45122837.777777776,14,389899553.3333334,15.0,28.0,1115.199741124871,0.35714285714285715,3223059.841269841,1614643321.111111
1019,P28078,H2-DMa,30min,36,20695667.777777776,10,83525795.55555554,31.0,40.0,511.48829472667865,-0.1,2069566.7777777775,1614643321.111111
